StudentID,Dropout
305448,1
304735,1
299265,0
302580,0
281327,0
297816,0
298357,1
298495,1
301481,1
298808,1
298291,1
297240,1
296573,0
301574,1
297975,0
298331,1
300271,1
288039,1
63106,1
282115,1
304468,1
300778,1
299815,0
302555,1
302910,0
302734,1
295078,1
266698,0
303559,0
295755,1
304247,0
302196,0
284833,1
303049,1
81733,0
301618,0
304632,0
304799,0
304336,1
304194,0
298353,0
302645,1
304908,1
279675,1
290247,0
301406,1
277068,1
303710,1
298777,0
303038,0
269219,0
267972,0
296577,0
299018,1
301576,1
303160,1
300099,0
299353,0
295103,1
300961,1
298101,1
294430,0
298598,1
300003,1
297516,1
301934,0
301299,0
300404,0
302542,1
303136,1
298377,1
302003,1
301485,1
304706,1
299945,1
299457,1
104072,0
300394,0
292203,0
301939,0
303484,0
301459,0
298387,1
275039,1
303960,1
295014,0
300645,0
298790,1
66888,0
301677,0
302922,1
300516,1
304333,0
302492,0
303040,0
302359,0
302386,1
257223,1
260184,0
296615,0
278743,1
303025,1
303761,1
301471,1
296852,0
303640,0
298347,0
300504,1
302367,1
299236,1
300590,1
304702,0
297127,1
299060,1
283610,1
297136,0
301527,0
304021,1
302888,0
297780,1
301865,0
298530,1
295929,1
245011,1
300612,1
268798,0
260509,0
302457,1
303787,1
301155,1
297044,1
305165,1
302184,1
300515,0
299740,0
298667,1
304524,1
303801,0
202068,0
301580,0
304793,0
303609,0
304614,0
287848,0
200891,0
302255,1
259576,1
256229,1
305235,1
297437,1
254560,0
260217,1
302157,1
234232,0
304143,1
304839,1
269721,1
304245,1
251108,0
305079,0
305409,1
303127,0
276437,0
302470,0
299563,1
300686,1
297245,1
280422,1
297361,1
302871,1
303402,0
300725,1
299674,1
26367,0
302574,0
301300,0
303046,1
295032,1
300761,1
296939,1
301588,0
277370,0
305145,0
288617,0
304692,1
303410,1
271944,1
74496,1
304586,1
296821,1
302227,0
303496,0
302175,1
296361,0
254321,0
303763,1
300623,0
275814,1
304714,1
303353,1
302327,0
303251,1
302375,1
302767,0
262406,0
300371,1
301018,1
297640,0
301041,0
299821,0
298991,1
297242,0
300747,1
82611,0
304729,1
301796,1
301773,1
303142,1
296834,1
298302,1
298939,0
296778,1
124131,1
301643,1
298341,1
297141,1
301173,1
303964,1
305152,1
300684,1
295062,1
298502,0
300028,1
304688,1
300401,1
299125,1
302387,0
298444,0
297110,1
142803,0
305184,0
295535,1
303800,0
302245,1
105041,1
302751,1
304141,1
274614,1
301477,1
301107,0
261949,1
301972,0
304938,1
303972,1
269527,1
303019,1
260054,0
305300,1
302064,0
298656,1
302863,0
303185,1
300505,1
298552,1
290916,0
303146,1
296535,1
75962,0
252843,0
301177,1
300080,0
251689,1
298539,1
298617,0
296530,1
300990,1
298918,1
300763,0
299819,0
299220,0
305248,0
297873,0
296863,0
300248,1
303164,1
303854,1
304749,1
244494,0
304755,1
300539,1
300656,1
301626,0
300330,1
270397,0
305245,0
305045,0
303968,1
296684,1
303959,1
296605,0
302594,0
302380,0
295631,1
26846,1
304744,0
304818,1
75173,0
302462,0
286120,1
301536,0
297633,0
105566,0
303432,1
305343,1
270653,1
295881,1
302746,0
302712,0
301181,1
302129,0
277749,1
300762,1
298783,0
303052,1
287254,0
295121,1
298321,1
299703,0
301335,1
296724,0
303569,0
26404,1
296930,0
257481,0
201610,0
289603,1
300369,0
297137,1
304322,0
304664,0
300254,1
304434,1
304795,0
304650,1
303021,0
87767,1
286044,1
304160,1
304220,0
304254,1
295159,1
267004,0
302940,1
303810,0
302844,0
105953,0
300754,0
305167,1
305117,1
303073,0
294314,1
304846,1
289237,1
301030,1
298435,1
299887,1
302475,0
302536,1
300676,1
298947,1
300403,1
304598,1
295129,1
297122,1
296322,0
299380,1
300912,1
298447,1
300827,0
303316,0
297690,0
302391,1
303222,1
300614,0
299593,0
300411,1
298863,1
301175,1
298481,0
303874,0
297092,1
298701,0
303017,0
290395,0
297312,0
304128,0
303991,0
298080,1
303064,0
305480,1
301594,0
298028,1
32175,1
304807,1
303069,0
237917,0
283300,1
304844,1
302646,0
298259,0
302230,1
305098,1
305100,1
266794,1
302466,0
271550,0
94603,0
296025,1
303298,1
301563,0
276413,0
124396,1
305093,1
300441,1
302796,1
301898,1
303229,1
303306,1
298593,1
297394,1
297468,0
302067,1
300925,1
302453,1
298927,1
303433,1
299559,1
302721,0
302802,0
302056,0
282184,0
252768,0
297270,0
300920,0
300013,0
304457,1
300963,0
297427,1
291319,1
282953,1
55512,0
260614,0
303699,1
300501,1
296619,0
298583,0
304941,1
303066,0
301585,0
300873,1
294836,1
301605,0
252169,0
302463,0
304936,1
303427,1
269304,1
303048,1
302820,0
303768,1
274646,0
300580,0
302787,0
302287,1
304699,1
295144,1
299374,0
300226,1
301049,1
296829,0
296541,1
298491,1
300688,0
302456,1
298678,0
249729,0
300737,0
304584,0
259201,0
296944,0
299857,0
298744,1
285433,1
300644,0
303226,1
301092,1
286398,0
305293,0
302748,1
299663,0
304538,0
301089,1
294860,0
304418,1
271780,0
304579,0
259126,1
261317,1
298474,1
287831,0
303859,1
66715,1
203782,0
268094,0
303075,0
268718,0
303085,0
303961,0
266863,1
297737,1
271165,0
302319,1
280646,1
296168,0
302523,0
271943,0
299556,1
299023,1
299379,1
297002,1
296712,0
298287,1
299587,1
299193,0
300288,1
303139,0
297466,1
301004,0
292982,0
296711,1
299472,1
299787,1
298152,1
299409,1
63322,1
298695,0
283660,0
299370,0
296867,0
304935,0
305094,1
302362,1
299736,1
298978,1
301929,1
304450,1
297566,0
297213,0
303141,1
297853,0
298831,1
301873,0
300868,0
68890,1
302800,0
304287,0
282187,1
303355,0
305275,0
302851,1
301741,0
300932,0
283655,1
303037,1
301569,1
305141,1
301375,0
304715,0
305166,1
298568,0
298422,0
299841,0
239379,0
300277,0
303065,1
107081,0
305276,1
298586,0
262533,0
297736,0
303537,0
305114,1
250829,0
302554,1
302370,0
258932,0
302402,0
302480,1
296973,0
303357,1
304208,1
303348,1
301158,0
304683,1
275992,0
303047,0
300322,0
286416,0
291866,1
296917,0
300657,0
301228,1
297616,0
302180,1
298242,1
304934,1
299661,0
297686,0
297570,0
299226,1
297296,1
299692,1
297413,1
298311,1
66661,0
299422,0
301795,0
299492,1
274644,1
300575,1
298158,0
302676,1
303199,1
304150,0
300629,0
304244,0
301112,0
304137,0
304313,1
200627,1
299890,1
300424,1
258801,1
305134,0
300708,1
302522,0
302771,0
303352,1
278425,1
304268,0
304840,0
302937,1
298396,0
292392,1
301151,0
297479,0
299148,1
303234,1
301188,1
302151,1
297486,0
298734,0
300210,0
299855,1
302254,1
304345,1
305042,1
297236,1
298976,1
301059,1
302127,1
300681,0
304734,1
298890,1
305176,0
296431,0
292750,1
296907,1
304277,1
43686,1
299341,0
302128,1
301129,1
301760,0
304087,0
302687,0
299628,1
305051,0
300969,1
298496,0
290658,1
301705,1
302945,0
35315,1
305236,1
303304,1
29164,0
107749,1
305138,1
294754,1
302063,1
289328,1
279313,1
296894,0
304725,0
304129,1
301708,1
268571,1
304276,1
301195,1
303980,1
301336,0
298532,0
301039,1
298689,0
305372,1
298960,1
301844,0
298888,0
297134,0
298752,1
299545,1
299494,1
300440,1
302777,0
297689,0
303072,1
300114,0
301811,0
267797,0
276066,1
244757,0
304782,0
302925,1
298333,1
299557,1
285482,0
303942,0
300372,0
305363,0
298368,1
303149,1
300918,0
302557,0
298500,1
295682,1
305188,0
302867,0
301402,0
301703,1
302529,1
303845,1
303658,0
305478,1
303374,0
245559,0
253961,1
237864,0
303604,1
305049,0
304617,1
296816,1
304593,1
286520,1
299899,0
303819,1
295120,1
295119,0
286910,1
290402,1
299581,1
302849,0
302737,0
298926,1
301325,1
282023,0
302620,1
302339,1
301737,1
299317,0
295075,1
72612,0
296818,1
303856,1
297894,0
301068,1
271608,0
302590,1
302847,0
304792,1
263944,1
300025,1
301423,0
302481,0
285008,1
304091,1
304417,1
303020,0
301635,0
300647,1
303152,0
67148,1
301814,0
303682,1
305254,1
289992,0
297739,1
299010,1
292367,1
248565,1
304428,1
272198,1
283855,1
247148,1
302572,0
293695,0
289233,0
286778,1
299260,0
300007,1
282521,0
302310,1
300213,0
299295,1
300162,1
298528,1
302794,1
297610,1
299893,1
299394,0
298596,0
299900,1
299924,1
302352,1
297282,1
301183,1
304271,1
304274,1
301333,1
201125,0
298305,1
298515,1
300063,0
299555,0
302968,1
298826,0
299398,1
299543,1
296470,1
301535,1
299224,1
302685,1
302228,0
303588,0
286429,1
301114,0
300324,1
277433,0
301604,0
300692,1
270387,1
302059,0
304809,1
275377,0
299424,0
299589,1
200664,0
304952,1
304441,0
302596,0
300582,1
280064,0
200815,1
301806,0
305193,1
304950,0
300402,1
303587,1
300638,0
304521,1
305336,1
271351,1
303807,1
302389,0
297738,0
304752,0
302169,1
302164,1
304311,1
298542,0
301184,1
305170,0
301035,1
63303,0
298067,0
297754,1
296462,1
280738,0
301742,0
297860,0
296554,0
295623,1
299039,1
300018,0
300355,0
300767,1
295094,0
304037,0
299135,1
302568,1
304753,1
302192,0
298792,0
283564,0
302912,1
304465,1
300630,0
305266,1
298359,0
302041,1
304177,1
303207,0
281519,1
303300,1
296352,0
266998,1
298858,1
299192,0
89912,1
299739,1
304785,1
300922,0
302703,1
300362,1
303758,0
304034,1
302414,0
303705,1
303823,0
304531,1
302487,1
304615,1
297452,1
293978,0
300173,1
283663,1
259908,0
294759,1
297529,1
303863,1
302833,1
304464,1
293347,1
303571,1
304572,1
290682,1
297444,0
296496,1
294986,0
301666,0
302605,0
301322,1
298577,0
303829,0
304680,1
302062,1
297872,1
305122,1
255009,0
272920,0
303376,1
301355,0
302336,0
303828,0
297964,0
305373,1
300278,0
298546,0
303290,1
303963,1
296912,1
273023,1
298941,1
300744,1
302938,1
302873,1
297674,0
296229,1
304420,0
297991,0
298881,1
298710,0
302906,0
300639,0
280978,1
304135,0
299842,0
303478,0
298901,1
303364,1
301942,0
304722,0
270873,0
303144,1
303932,1
303584,1
302565,0
299005,0
302405,0
302818,0
297648,0
302566,0
304728,1
301405,0
297722,0
277190,1
291471,0
302889,1
296925,0
300916,1
292946,0
287587,1
302778,0
301570,0
301799,0
304591,0
302582,1
277199,0
282640,1
283840,1
288811,1
293826,0
295729,0
297333,1
297321,1
298307,1
298537,0
299351,1
299524,1
299592,0
299734,1
299805,1
300317,1
300611,0
301416,1
300100,1
301591,0
301616,1
301655,0
301647,1
301652,1
301648,1
302044,1
302200,0
303259,1
303288,1
304086,0
304148,1
304837,0
305133,0
305164,1
30174,1
30767,1
32551,0
36438,1
36945,1
70093,1
70235,1
72415,0
74037,0
84777,0
85185,0
87750,1
88404,0
94180,0
103022,0
104377,0
106959,1
124550,1
195362,1
202558,0
205106,1
205131,1
206089,1
206589,0
238854,1
239016,1
239596,1
242757,1
243497,0
243905,1
244154,0
244901,0
245623,0
245856,0
246461,0
247171,1
247307,1
249153,0
250182,0
250439,0
251344,1
251649,0
251652,1
251653,1
253703,1
254812,0
257469,0
257972,1
258129,1
258840,1
259784,1
259912,0
260203,1
260240,1
262067,0
262281,0
263757,0
264491,1
265560,1
265749,0
266635,1
267412,1
269639,1
269719,0
269731,0
270494,0
270942,0
270958,0
271297,1
271830,0
271971,0
272073,1
272379,0
273332,1
273394,1
274436,1
276331,0
276412,0
276473,0
276686,0
278039,0
278455,0
278705,0
278746,1
279065,0
279111,1
279443,0
279847,0
280616,0
281544,1
281957,1
282404,1
282845,0
283313,1
284015,1
284920,1
285147,1
286414,1
286713,1
286939,0
287133,0
287320,0
288139,0
290778,1
290804,0
291621,1
292175,0
292827,1
293195,1
293224,1
293336,0
293353,1
294044,1
294186,1
294202,1
294549,0
294703,1
294977,1
295100,0
295336,1
295351,0
295701,1
296364,1
296410,1
296508,0
296523,1
296550,1
296623,1
297318,0
297362,1
297436,1
297637,1
297711,1
298342,1
298523,1
298558,0
298990,1
299065,1
299077,1
299365,1
299367,1
299834,0
300165,0
300178,0
300459,0
300555,0
300578,0
300862,0
301379,1
301407,0
301408,1
301418,0
301441,1
301510,1
301546,1
301680,0
301690,1
301738,1
301918,0
301982,0
302136,0
302160,1
302251,1
302332,0
302348,1
302416,1
302465,0
302505,1
302714,0
302776,1
302781,0
302797,1
302845,1
302846,0
302868,0
303153,1
303186,1
303359,0
303697,0
303707,0
303717,1
303740,1
303741,1
303742,1
303789,0
303796,0
303849,1
303853,1
303924,1
304172,1
304259,0
304280,1
304317,1
304321,1
304344,1
304419,1
304423,0
304426,1
304435,1
304487,1
304520,0
304565,1
304583,1
304601,1
304613,1
304630,0
304711,0
304736,1
304740,0
304742,1
304743,1
304796,1
304804,1
304903,1
304946,0
305107,1
305121,1
305124,1
305131,0
305135,1
305155,1
305162,1
305173,0
305201,0
305203,1
305240,1
305243,1
305244,0
305252,1
305259,0
305289,0
305306,0
305317,1
305326,0
305423,1
305424,1
305425,0
305431,1
305433,0
305436,1
305437,1
305439,1
305444,1
305468,1
305536,0
305540,1
305553,1
305556,1
305557,1
305567,1
305672,0
305675,1
305677,0
305683,0
305688,1
305693,0
305699,1
305703,1
305707,0
305712,1
305722,1
305723,1
305724,0
305732,0
305758,0
305763,1
305774,1
305775,0
305784,1
305795,0
305796,0
305806,0
305816,0
305819,1
305821,0
305824,1
305841,1
305856,1
305891,1
305893,1
305894,0
305925,1
305938,1
305939,1
305965,1
305966,0
305967,0
305970,1
305978,0
306000,1
306025,0
306028,1
306129,1
306154,0
306236,1
306237,1
306361,1
306362,0
306366,1
306368,0
306369,0
306374,0
306375,0
306378,1
306379,1
306384,1
306445,1
306448,0
306449,1
306450,1
306468,0
306471,1
306472,1
306481,1
306485,0
306490,1
306497,1
306503,0
306610,0
306611,0
306616,0
306623,1
306624,1
306629,0
306645,0
306665,1
306670,0
306672,1
306675,1
306738,1
306745,0
306751,1
306757,1
306760,1
306761,0
306762,0
306763,1
306771,1
306780,1
306782,1
306789,1
306797,0
306846,0
306855,1
306898,0
306905,0
306936,0
307023,1
307081,0
307084,0
307086,1
307100,0
307102,1
307116,0
307155,1
307157,0
307159,1
307160,1
307164,0
307171,0
307210,0
307215,1
307216,1
307217,1
307225,1
307232,1
307239,0
307243,1
307290,1
307294,1
307508,1
307509,0
307510,1
307512,0
307514,0
307516,1
307527,1
307532,1
307545,1
307553,1
307569,1
307579,1
307589,0
307725,1
307729,0
307732,0
307736,1
307752,1
307807,1
307819,1
307820,1
307833,0
307847,0
307858,0
307876,1
307931,1
307953,1
307969,1
307981,0
308006,0
308012,1
308014,1
308059,0
308072,1
308075,0
308105,0
308119,0
308153,0
308156,1
308159,0
308222,1
308236,1
308239,1
308256,1
308274,1
308278,1
308285,1
308290,0
308293,1
308303,0
308306,0
308308,0
308315,1
308321,1
308328,1
308341,1
308366,1
308372,1
308375,1
308400,1
308413,0
308425,1
308547,1
308573,1
308581,1
308591,1
308679,0
308685,1
308694,1
308697,1
308699,1
308700,0
308701,1
308728,0
308739,1
308740,1
308743,1
308801,0
308809,1
308813,1
308844,1
308871,0
308912,1
308918,1
308943,1
308949,1
308950,1
308952,1
308956,0
308971,1
308972,1
308973,0
308974,1
308975,0
308977,1
308978,1
308986,1
308988,1
309124,1
309140,1
309143,1
309159,1
309184,1
309368,0
309532,0
309549,1
309579,1
309580,1
309582,1
309585,1
309604,0
309616,1
309617,0
309620,1
309623,0
309642,1
309649,1
309666,1
309763,0
309776,1
309815,1
309917,1
309923,0
309929,0
309943,0
309983,1
310039,1
310186,0
21943,1
23548,0
25893,1
28925,1
30480,1
31659,0
33370,0
34919,0
37639,1
38319,0
41744,0
42888,0
43882,0
44104,0
64199,0
64886,1
65066,0
65424,0
66672,1
66840,0
67316,1
67940,0
68466,1
70741,1
72124,1
73356,1
75280,1
77379,1
77779,0
77852,0
78000,1
82601,1
82719,1
85383,1
89146,1
90004,0
90757,0
90921,0
91108,1
91158,0
94768,0
94834,0
100034,0
103194,0
110857,1
122646,1
124121,0
124473,1
124882,0
124916,0
134390,1
153266,0
201122,0
201741,1
202786,0
205641,1
206570,1
206636,1
207022,0
236942,0
237146,0
237475,0
237837,0
238229,1
239820,1
240804,0
242056,1
242476,1
242973,0
242998,1
243867,0
243920,1
244013,0
244290,1
246714,1
247168,1
248052,1
249974,0
250057,1
250580,0
251394,0
252129,1
253122,0
253387,1
253813,1
253897,0
253963,1
256639,0
257137,0
258150,0
258306,1
258348,1
258935,0
259304,1
260012,1
260763,0
261028,1
261255,1
261298,0
261674,0
261735,1
261898,1
263302,1
264056,1
264430,1
264540,0
265095,0
265097,1
266254,0
267759,0
267794,0
268937,0
268938,1
269509,0
269622,1
270259,1
270478,0
270629,0
272045,1
272205,0
272416,0
273515,0
273519,1
273574,1
274059,1
274789,0
275210,1
275368,1
275701,1
275994,0
276317,1
276419,0
276816,0
277744,0
277982,1
278332,1
278520,1
279321,0
279433,0
279980,0
280188,0
280467,0
280483,1
280778,0
281088,1
281217,1
281440,1
281977,1
282134,0
282186,0
282244,1
282247,1
282426,1
282474,0
282619,0
283775,0
283809,1
284452,1
285065,1
285302,1
285372,1
286350,0
286385,1
286899,0
287040,1
287513,1
287544,0
287708,0
288239,1
288430,1
288582,1
288843,0
289049,1
289395,1
289532,0
289837,1
289901,0
290319,0
291245,0
291427,0
291551,0
292067,0
292192,0
292534,1
292791,0
292981,0
293302,1
293310,0
293573,0
294125,1
294126,1
294204,0
294336,0
294411,0
294704,0
294987,1
295127,1
295131,0
295346,1
295791,1
296578,0
297208,0
297330,1
297392,0
297666,0
297870,0
297979,1
297993,0
298124,1
298185,0
298281,0
298295,1
298484,1
298581,0
298630,1
298733,0
298981,0
299119,0
299580,0
299675,0
300346,0
300415,1
300479,1
300484,1
300573,0
300587,0
300736,1
300885,1
300938,0
300950,0
301157,0
301317,0
301372,1
301390,1
301401,1
301508,1
301513,0
301523,0
301573,0
301587,0
301714,0
301924,0
301979,0
302074,0
302125,0
302161,1
302239,1
302241,0
302365,1
302477,1
302559,0
302578,1
302667,0
302730,0
302733,0
302812,1
302853,0
302934,0
303013,0
303016,1
303058,0
303076,0
303213,1
303272,0
303275,1
303400,0
303467,0
303487,1
303489,1
303494,0
303551,0
303595,0
303731,1
303858,1
303941,0
303987,1
304018,1
304026,0
304027,1
304044,0
304046,0
304073,1
304101,1
304108,1
304114,0
304116,1
304125,1
304126,1
304152,0
304170,1
304189,1
304294,1
304354,0
304379,0
304401,0
304408,0
304504,1
304547,0
304605,0
304926,0
305129,1
305142,0
305277,1
305278,1
305303,0
305313,1
305360,0
305371,0
305393,1
305412,1
305559,1
305615,1
305663,1
305664,1
305711,1
305772,1
305777,0
305790,1
305800,1
305823,1
305825,0
305839,1
305843,0
305850,1
305852,0
305861,1
305876,0
305884,0
305896,1
305920,0
305929,0
305985,0
305989,0
305992,0
305996,1
306007,1
306008,1
306009,0
306014,1
306027,1
306040,0
306065,1
306115,0
306123,1
306124,1
306178,0
306184,0
306185,0
306187,1
306194,0
306195,1
306199,1
306204,1
306214,1
306218,1
306224,1
306260,0
306271,1
306290,1
306295,1
306297,0
306299,1
306300,0
306304,1
306306,0
306311,1
306320,1
306321,0
306355,1
306416,0
306424,0
306427,1
306455,1
306499,1
306500,1
306518,0
306526,1
306528,1
306536,1
306541,1
306549,0
306552,0
306567,1
306572,1
306575,0
306579,1
306585,1
306588,0
306590,1
306593,0
306595,0
306598,1
306602,1
306604,1
306605,0
306606,1
306608,0
306609,1
306612,0
306617,1
306622,0
306680,0
306681,0
306714,1
306719,1
306750,0
306752,1
306772,0
306773,1
306777,1
306787,0
306788,1
306790,1
306794,0
306818,0
306828,0
306864,1
306872,0
306893,0
306899,1
306907,1
306917,1
306920,0
306923,0
306946,1
306972,0
306976,0
306990,0
306991,1
306999,0
307000,0
307025,1
307026,0
307033,0
307043,1
307085,0
307089,0
307094,1
307199,1
307206,0
307211,1
307221,1
307230,1
307231,1
307237,0
307285,0
307305,1
307318,1
307323,0
307325,0
307362,1
307395,1
307396,1
307428,0
307429,0
307447,1
307453,1
307457,1
307458,0
307460,1
307469,1
307479,1
307492,1
307497,1
307521,0
307523,0
307524,1
307531,1
307548,1
307554,1
307557,0
307560,1
307567,1
307573,1
307583,1
307591,0
307602,0
307620,1
307653,1
307656,1
307660,0
307674,1
307678,0
307684,1
307696,1
307734,0
307744,0
307759,1
307760,0
307779,0
307780,0
307790,1
307801,1
307809,0
307811,0
307826,0
307829,0
307895,0
307904,0
307906,1
307909,0
307912,0
307913,0
307914,1
307918,0
307923,0
307932,1
307937,1
307950,1
307976,0
307988,1
307989,0
308017,1
308032,1
308051,0
308058,1
308060,1
308071,0
308087,0
308108,0
308110,1
308123,0
308132,0
308133,0
308142,1
308154,0
308158,0
308162,0
308164,1
308166,0
308191,0
308227,1
308229,1
308233,0
308245,0
308260,1
308266,0
308268,0
308298,1
308301,0
308304,1
308310,0
308316,0
308320,0
308326,0
308361,0
308362,0
308363,0
308367,0
308434,0
308436,0
308438,1
308442,1
308465,0
308469,1
308475,1
308487,1
308536,0
308541,1
308544,0
308554,1
308561,0
308572,0
308583,0
308586,0
308598,1
308606,0
308608,1
308636,0
308654,1
308662,1
308673,0
308675,1
308677,1
308678,0
308682,1
308683,1
308689,1
308690,0
308692,0
308695,0
308702,0
308709,1
308714,1
308717,0
308724,1
308732,1
308738,1
308742,1
308747,1
308749,0
308781,0
308805,1
308806,1
308812,1
308814,0
308821,0
308831,0
308839,1
308858,0
308859,1
308874,0
308878,0
308887,0
308894,0
308908,0
308913,1
308915,1
308917,1
308937,1
308942,1
308948,0
308954,1
308957,0
308960,1
308961,0
308969,1
308982,0
309008,0
309025,0
309043,0
309067,1
309075,0
309078,0
309082,1
309090,0
309091,0
309094,1
309097,1
309104,1
309109,1
309115,0
309120,1
309126,1
309129,1
309139,1
309149,1
309178,1
309179,1
309181,0
309182,1
309183,1
309191,0
309195,1
309197,1
309206,1
309216,1
309233,1
309239,1
309243,1
309250,1
309259,1
309262,1
309274,1
309277,0
309312,1
309320,0
309356,1
309357,1
309366,1
309379,1
309391,0
309398,0
309459,1
309460,0
